TERM,PATHWAYS,INTERACTIONS
1.1.1.262,0,0
1.1.1.273,0,0
1.1.1.28,2,0
1.1.1.281,0,0
1.1.1.287,0,0
1.1.1.283,0,0
1.1.1.290,0,0
1.1.1.295,0,0
1.1.1.291,0,0
1.1.1.298,0,0
1.1.1.305,0,0
1.1.1.302,0,0
1.1.1.307,5,0
1.1.1.313,0,0
1.1.1.311,0,0
1.1.1.325,0,0
1.1.1.328,0,0
1.1.1.331,0,0
1.1.1.338,0,0
1.1.1.348,0,0
1.1.1.350,0,0
1.1.1.369,0,0
1.1.1.370,0,0
1.1.1.371,0,0
1.1.1.372,0,0
1.1.1.377,0,0
1.1.1.378,0,0
1.1.1.380,0,0
1.1.1.386,0,0
1.1.1.396,0,0
1.1.1.405,0,0
1.1.1.401,0,0
1.1.1.414,0,0
1.1.1.415,0,0
1.1.1.46,0,0
1.1.1.48,0,0
1.1.1.53,0,0
1.1.1.57,0,0
1.1.1.56,0,0
1.1.1.58,0,0
1.1.1.61,0,0
1.1.1.60,0,0
1.1.1.9,1,0
1.1.1.97,0,0
1.1.1.94,6,0
1.1.2.2,0,0
1.1.3.12,3,0
1.1.2.3,2,0
1.1.3.17,0,0
1.1.3.21,0,0
1.1.3.19,0,0
1.1.3.23,0,0
1.1.3.47,0,0
1.1.3.38,0,0
1.1.3.6,0,0
1.1.99.31,0,0
1.1.99.41,0,0
1.1.99.7,1,0
1.1.99.42,0,0
1.10.3.3,0,0
1.11.1.11,0,0
1.12.99.6,0,0
1.13.11.15,0,0
1.13.11.14,0,0
1.13.11.16,0,0
1.13.11.41,0,0
1.13.11.38,0,0
1.13.11.55,0,0
1.13.11.57,0,0
1.13.11.59,0,0
1.13.11.66,0,0
1.13.11.68,0,0
1.13.11.74,0,0
1.13.11.69,0,0
1.13.11.79,0,0
1.13.11.9,0,0
1.13.11.84,0,0
1.13.12.2,0,0
1.14.11.13,0,0
1.14.11.17,0,0
1.14.11.20,0,0
1.14.12.1,0,0
1.14.12.19,0,0
1.14.12.13,0,0
1.14.12.23,0,0
1.14.12.25,0,0
1.14.12.24,0,0
1.14.12.26,0,0
1.14.12.9,0,0
1.14.12.8,0,0
1.14.13.10,0,0
1.14.13.114,0,0
1.14.13.116,0,0
1.14.13.128,0,0
1.14.13.127,0,0
1.14.13.146,0,0
1.14.13.163,0,0
1.14.13.149,0,0
1.14.13.167,0,0
1.14.13.168,0,0
1.14.13.172,0,0
1.14.13.18,0,0
1.14.13.190,0,0
1.14.13.210,0,0
1.14.13.212,0,0
1.14.13.22,0,0
1.14.13.219,0,0
1.14.13.220,0,0
1.14.13.230,0,0
1.14.13.24,0,0
1.14.13.242,0,0
1.14.13.240,0,0
1.14.13.27,0,0
1.14.13.29,0,0
1.14.13.4,0,0
1.14.13.51,0,0
1.14.13.40,0,0
1.14.13.59,0,0
1.14.13.63,0,0
1.14.13.64,0,0
1.14.13.83,0,0
1.14.13.82,0,0
1.14.14.103,0,0
1.14.14.104,0,0
1.14.14.105,0,0
1.14.14.110,0,0
1.14.14.109,0,0
1.14.14.111,0,0
1.14.14.122,0,0
1.14.14.112,0,0
1.14.14.123,0,0
1.14.14.131,0,0
1.14.14.133,0,0
1.14.14.135,0,0
1.14.14.134,0,0
1.14.14.136,0,0
1.14.14.139,0,0
1.14.14.143,0,0
1.14.14.147,0,0
1.14.14.146,0,0
1.14.14.150,0,0
1.14.14.151,0,0
1.14.14.153,0,0
1.14.14.163,0,0
1.14.14.157,0,0
1.14.14.27,0,0
1.14.14.37,0,0
1.14.14.31,0,0
1.14.14.41,0,0
1.14.14.42,0,0
1.14.14.44,0,0
1.14.14.60,0,0
1.14.14.50,0,0
1.14.14.61,0,0
1.14.14.62,0,0
1.14.14.65,0,0
1.14.14.67,0,0
1.14.14.68,0,0
1.14.14.69,0,0
1.14.14.70,0,0
1.14.14.76,0,0
1.14.14.84,0,0
1.14.14.88,0,0
1.14.14.87,0,0
1.14.14.89,0,0
1.14.14.9,0,0
1.14.14.90,0,0
1.14.14.95,0,0
1.14.14.93,0,0
1.14.14.99,0,0
1.14.15.17,0,0
1.14.15.22,0,0
1.14.15.28,0,0
1.14.15.25,0,0
1.14.15.29,0,0
1.14.15.3,8,0
1.14.16.6,0,0
1.14.19.2,1,0
1.14.18.3,0,0
1.14.19.41,0,0
1.14.19.50,0,0
1.14.19.51,0,0
1.14.19.63,0,0
1.14.19.68,0,0
1.14.19.74,0,0
1.14.19.72,0,0
1.14.20.8,0,0
1.14.99.23,0,0
1.14.99.19,0,0
1.14.99.39,0,0
1.14.99.48,0,0
1.14.99.46,0,0
1.14.99.59,0,0
1.14.99.60,0,0
1.14.99.63,0,0
1.14.99.64,0,0
1.16.1.3,0,0
1.16.1.4,1,0
1.16.1.5,0,0
1.16.1.6,1,0
1.16.8.1,0,0
1.17.1.5,0,0
1.17.1.3,0,0
1.17.2.1,0,0
1.17.7.3,0,0
1.17.5.2,0,0
1.17.98.2,0,0
1.18.1.2,0,0
1.18.6.2,0,0
1.2.1.100,0,0
1.2.1.17,0,0
1.2.1.20,0,0
1.2.1.21,0,0
1.2.1.26,4,0
1.2.1.22,0,0
1.2.1.50,0,0
1.2.1.54,0,0
1.2.1.60,0,0
1.2.1.62,0,0
1.2.1.61,0,0
1.2.1.67,0,0
1.2.1.72,0,0
1.2.1.71,0,0
1.2.1.78,0,0
1.2.1.82,0,0
1.2.1.83,0,0
1.2.1.95,0,0
1.2.1.91,0,0
1.2.1.96,0,0
1.2.3,1,0
1.2.1.99,0,0
1.2.3.3,0,0
1.2.5.2,0,0
1.2.3.5,1,0
1.2.7.7,0,0
1.21.4.5,0,0
1.21.3.2,0,0
1.21.98.1,0,0
1.23.1.1,0,0
1.23.1.2,0,0
1.23.1.3,0,0
1.23.1.4,0,0
1.3.1.106,0,0
1.3.1.11,0,0
1.3.1.117,0,0
1.3.1.111,0,0
1.3.1.119,0,0
1.3.1.14,1,0
1.3.1.31,0,0
1.3.1.36,0,0
1.3.1.45,0,0
1.3.1.51,0,0
1.3.1.54,0,0
1.3.1.57,0,0
1.3.1.58,0,0
1.3.1.62,0,0
1.3.1.6,0,0
1.3.1.69,0,0
1.3.1.73,0,0
1.3.1.77,0,0
1.3.1.82,0,0
1.3.1.81,0,0
1.3.1.84,0,0
1.3.1.85,0,0
1.3.1.87,0,0
1.3.3.12,0,0
1.3.1.95,0,0
1.3.3.5,0,0
1.3.3.8,0,0
1.3.4.1,0,0
1.3.7.12,0,0
1.3.7.1,0,0
1.3.7.13,0,0
1.3.7.15,0,0
1.3.7.2,0,0
1.3.7.3,0,0
1.3.7.4,0,0
1.3.8.10,0,0
1.3.7.5,0,0
1.3.8.11,0,0
1.3.8.12,0,0
1.3.99.29,0,0
1.3.99.6,2,0
1.3.99.32,0,0
1.3.99.8,0,0
1.4.2.1,1,0
1.4.1.21,0,0
1.4.3.10,3,0
1.4.3.12,0,0
1.4.3.15,10,0
1.4.3.24,0,0
1.4.3.19,11,0
1.4.9.1,0,0
1.4.99.6,0,0
1.4.99.5,0,0
1.5.1.18,0,0
1.5.1.31,0,0
1.5.1.32,0,0
1.5.1.36,0,0
1.5.1.37,0,0
1.5.1.38,1,0
1.5.1.39,1,0
1.5.1.41,2,0
1.5.1.42,0,0
1.5.1.45,0,0
1.5.1.43,0,0
1.5.3.17,3,0
1.5.3.19,0,0
1.5.3.21,0,0
1.5.3.5,0,0
1.5.3.6,0,0
1.5.8.1,0,0
1.5.7.1,1,0
1.5.8.2,0,0
1.5.99.14,0,0
1.5.99.3,1,0
1.5.99.4,0,0
1.5.99.5,0,0
1.6.5.6,0,0
1.6.5.4,0,0
1.7.1.1,1,0
1.7.1.14,0,0
1.7.1.13,0,0
1.7.1.15,0,0
1.7.1.16,0,0
1.7.1.2,1,0
1.7.2.2,0,0
1.7.1.3,1,0
1.7.2.3,0,0
1.7.2.4,0,0
1.7.2.5,0,0
1.7.2.7,0,0
1.7.2.6,0,0
1.7.2.8,0,0
1.7.7.1,0,0
1.7.5.1,0,0
1.7.7.2,0,0
1.8.1.12,1,0
1.8.1.3,3,0
1.8.4.1,0,0
1.8.4.4,0,0
1.8.4.9,0,0
1.8.5.2,0,0
1.97.1.2,0,0
1.8.5.5,0,0
100506403,0,49
10213875,0,0
107357811,0,0
110346,0,0
1110070a02rik,0,0
1137646701,0,0
112316.4,0,0
115902,0,0
118831,0,0
116125,0,0
11983,0,0
1269903 1268755 1457790 1270258 1269952 1269950 1270257 1269907 1270189 1268814,0,0
123697,0,0
1270426,0,0
1368108.3,0,0
13083,0,0
141442,0,0
1436246_at,0,0
1433G,0,0
1436338_at,0,0
1500931.4,0,0
1611114041,0,0
16782122,0,0
163862,0,0
170150,0,0
176640,0,0
17645,0,0
18596,0,0
1903047,0,0
19225,0,0
1980148,0,0
1C0,0,0
1C03,0,0
1C22,0,0
1Co,0,0
1CO3,0,0
2-hydroxypyridine,0,0
1YYC,0,0
2.1.1.111,0,0
2.1.1.115,0,0
2.1.1.117,0,0
2.1.1.118,0,0
2.1.1.130,0,0
2.1.1.132,0,0
2.1.1.131,0,0
2.1.1.133,0,0
2.1.1.143,0,0
2.1.1.141,0,0
2.1.1.147,0,0
2.1.1.151,0,0
2.1.1.152,0,0
2.1.1.196,0,0
2.1.1.195,0,0
2.1.1.197,0,0
2.1.1.21,0,0
2.1.1.212,0,0
2.1.1.232,0,0
2.1.1.231,0,0
2.1.1.246,0,0
2.1.1.247,0,0
2.1.1.248,0,0
2.1.1.249,0,0
2.1.1.250,0,0
2.1.1.258,0,0
2.1.1.270,0,0
2.1.1.272,0,0
2.1.1.271,0,0
2.1.1.289,0,0
2.1.1.291,0,0
2.1.1.323,0,0
2.1.1.331,0,0
2.1.1.330,0,0
2.1.1.332,0,0
2.1.1.336,0,0
2.1.1.333,0,0
2.1.1.337,0,0
2.1.1.341,0,0
2.1.1.345,0,0
2.1.1.89,0,0
2.1.1.50,0,0
2.1.1.90,0,0
2.1.1.94,0,0
2.1.1.99,0,0
2.1.2.13,0,0
2.1.2.7,1,0
2.1.2.8,0,0
2.1.3.5,0,0
2.1.3.9,0,0
2.2.1.3,0,0
2.3.1.102,0,0
2.3.1.105,0,0
2.3.1.107,0,0
2.3.1.109,0,0
2.3.1.129,0,0
2.3.1.115,0,0
2.3.1.14,0,0
2.3.1.146,0,0
2.3.1.158,1,0
2.3.1.160,0,0
2.3.1.159,0,0
2.3.1.162,0,0
2.3.1.169,0,0
2.3.1.170,0,0
2.3.1.184,0,0
2.3.1.180,6,0
2.3.1.19,0,0
2.3.1.191,0,0
2.3.1.195,0,0
2.3.1.198,0,0
2.3.1.211,0,0
2.3.1.217,0,0
2.3.1.218,0,0
2.3.1.223,0,0
2.3.1.219,0,0
2.3.1.241,0,0
2.3.1.243,0,0
2.3.1.265,0,0
2.3.1.52,6,0
2.3.1.47,0,0
2.3.1.63,3,0
2.3.1.99,0,0
2.3.1.95,0,0
2.3.2.16,0,0
2.3.2.18,0,0
2.3.2.17,0,0
2.3.3.17,0,0
2.4.1.10,0,0
2.4.1.114,0,0
2.4.1.128,0,0
2.4.1.12,0,0
2.4.1.13,0,0
2.4.1.14,0,0
2.4.1.15,0,0
2.4.1.182,0,0
2.4.1.20,0,0
2.4.1.201,3,0
2.4.1.203,0,0
2.4.1.208,0,0
2.4.1.219,0,0
2.4.1.227,0,0
2.4.1.232,0,0
2.4.1.241,0,0
2.4.1.236,0,0
2.4.1.245,0,0
2.4.1.271,0,0
2.4.1.287,0,0
2.4.1.288,0,0
2.4.1.289,0,0
2.4.1.29,0,0
2.4.1.315,0,0
2.4.1.330,0,0
2.4.1.323,0,0
2.4.1.336,0,0
2.4.1.337,0,0
2.4.1.342,0,0
2.4.1.345,0,0
2.4.1.346,0,0
2.4.1.354,0,0
2.4.1.357,0,0
2.4.1.37,3,0
2.4.1.40,3,0
2.4.1.63,0,0
2.4.1.46,0,0
2.4.1.64,0,0
2.4.1.8,0,0
2.4.1.85,0,0
2.4.2.21,0,0
2.4.1.86,3,0
2.4.2.24,0,0
2.4.2.38,0,0
2.4.2.40,0,0
2.4.2.46,0,0
2.4.2.44,0,0
2.4.2.47,0,0
2.4.2.53,0,0
2.4.2.59,0,0
2.4.2.6,0,0
2.4.2.60,0,0
2.4.99.12,0,0
2.4.2.9,7,0
2.4.99.13,0,0
2.4.99.16,0,0
2.5.1.116,0,0
2.5.1.133,0,0
2.5.1.120,0,0
2.5.1.134,0,0
2.5.1.144,0,0
2.5.1.147,0,0
2.5.1.15,0,0
2.5.1.24,0,0
2.5.1.3,0,0
2.5.1.27,0,0
2.5.1.30,0,0
2.5.1.31,0,0
2.5.1.36,0,0
2.5.1.49,0,0
2.5.1.44,0,0
2.5.1.50,0,0
2.5.1.68,0,0
2.5.1.55,0,0
2.5.1.82,0,0
2.5.1.84,0,0
2.5.1.83,0,0
2.5.1.85,0,0
2.5.1.88,0,0
2.5.1.86,0,0
2.5.1.90,0,0
2.5.1.92,0,0
2.5.1.93,0,0
2.6.1.105,0,0
2.5.1.96,5,0
2.6.1.113,0,0
2.6.1.12,1,0
2.6.1.27,1,0
2.6.1.30,0,0
2.6.1.29,0,0
2.6.1.31,0,0
2.6.1.54,0,0
2.6.1.48,0,0
2.6.1.62,0,0
2.6.1.77,0,0
2.6.1.79,0,0
2.6.1.81,0,0
2.6.1.84,0,0
2.6.1.87,0,0
2.6.1.99,0,0
2.7.1.100,0,0
2.6.99.2,0,0
2.7.1.121,0,0
2.7.1.130,0,0
2.7.1.144,2,0
2.7.1.161,1,0
2.7.1.16,0,0
2.7.1.167,0,0
2.7.1.169,0,0
2.7.1.175,0,0
2.7.1.200,0,0
2.7.1.199,0,0
2.7.1.203,0,0
2.7.1.207,0,0
2.7.1.221,0,0
2.7.1.222,0,0
2.7.1.41,0,0
2.7.1.42,0,0
2.7.1.46,0,0
2.7.1.49,0,0
2.7.1.47,0,0
2.7.1.51,0,0
2.7.1.53,0,0
2.7.1.55,0,0
2.7.1.58,0,0
2.7.1.64,0,0
2.7.1.8,1,0
2.7.1.76,1,0
2.7.1.89,0,0
2.7.2.12,0,0
2.7.2.15,0,0
2.7.4.11,6,0
2.7.2.7,0,0
2.7.4.15,4,0
2.7.4.16,1,0
2.7.4.22,8,0
2.7.4.25,7,0
2.7.4.7,0,0
2.7.7.38,0,0
2.7.6.3,0,0
2.7.7.62,0,0
2.7.7.70,0,0
2.7.7.68,0,0
2.7.7.73,0,0
2.7.7.99,0,0
2.7.7.77,0,0
2.7.8.13,0,0
2.7.8.20,0,0
2.7.8.22,0,0
2.7.8.26,0,0
2.7.8.24,0,0
2.7.8.28,0,0
2.7.8.3,1,0
2.7.8.35,0,0
2.8.1.10,0,0
2.8.1.4,0,0
2.8.1.5,0,0
2.8.1.6,0,0
2.8.3.2,0,0
2.8.3.11,0,0
2.9.1.1,0,0
210297,0,0
207270,0,0
21129,0,0
232300,0,0
226400_at,0,0
232575_at,0,0
235542,0,0
243502001,0,0
299823,0,0
29243,0,0
2c2n-B,0,0
2wnc,0,0
2RY12:ADP,0,0
3-Methylglutaric,1,0
3-methylphenylacetic_acid,0,0
3.1.1.10,0,0
3.1.1.100,0,0
3.1.1.11,0,0
3.1.1.15,0,0
3.1.1.19,0,0
3.1.1.35,0,0
3.1.1.27,0,0
3.1.1.65,0,0
3.1.1.80,0,0
3.1.1.78,0,0
3.1.1.82,0,0
3.1.1.85,0,0
3.1.1.83,0,0
3.1.1.92,0,0
3.1.2.10,2,0
3.1.2.17,0,0
3.1.3.100,0,0
3.1.2.21,5,0
3.1.3.102,0,0
3.1.3.24,0,0
3.1.3.12,0,0
3.1.3.45,0,0
3.1.3.59,0,0
3.1.3.51,1,0
3.1.3.6,0,0
3.1.3.71,0,0
3.1.3.73,0,0
3.1.3.74,3,0
3.1.3.82,0,0
3.1.3.87,1,0
3.1.3.89,0,0
3.1.3.99,0,0
3.1.4.16,0,0
3.1.4.48,1,0
3.1.4.56,0,0
3.1.6.18,0,0
3.1.7.10,0,0
3.10.1.2,0,0
3.1.7.5,0,0
3.11.1.2,0,0
3.12.1.1,0,0
3.13.1.1,0,0
3.2.1.117,0,0
3.2.1.103,0,0
3.2.1.118,0,0
3.2.1.133,0,0
3.2.1.132,0,0
3.2.1.165,0,0
3.2.1.2,0,0
3.2.1.175,0,0
3.2.1.37,0,0
3.2.1.49,2,0
3.2.1.67,0,0
3.2.1.85,0,0
3.2.1.74,0,0
3.2.1.86,0,0
3.2.1.91,0,0
3.2.2.12,1,0
3.2.2.16,0,0
3.2.2.26,0,0
3.2.2.3,0,0
3.2.2.30,0,0
3.3.2.12,0,0
3.2.2.9,0,0
3.4.11.23,3,0
3.5.1.10,0,0
3.4.13.5,3,0
3.5.1.102,0,0
3.5.1.106,0,0
3.5.1.107,0,0
3.5.1.108,0,0
3.5.1.110,0,0
3.5.1.117,0,0
3.5.1.125,0,0
3.5.1.126,0,0
3.5.1.19,0,0
3.5.1.30,0,0
3.5.1.29,0,0
3.5.1.31,0,0
3.5.1.35,3,0
3.5.1.41,0,0
3.5.1.46,0,0
3.5.1.53,0,0
3.5.1.59,0,0
3.5.1.62,1,0
3.5.1.78,1,0
3.5.1.8,2,0
3.5.1.86,0,0
3.5.1.90,0,0
3.5.1.96,0,0
3.5.1.94,0,0
3.5.2.12,0,0
3.5.2.14,0,0
3.5.2.18,0,0
3.5.3.10,0,0
3.5.3.12,0,0
3.5.3.23,0,0
3.5.3.13,0,0
3.5.3.26,0,0
3.5.3.7,1,0
3.5.3.8,1,0
3.5.3.9,0,0
3.5.4.13,1,0
3.5.4.2,0,0
3.5.4.21,0,0
3.5.4.31,0,0
3.5.4.29,0,0
3.5.4.39,0,0
3.5.4.44,0,0
3.5.4.40,0,0
3.5.4.45,0,0
3.5.5.7,0,0
3.5.5.6,0,0
3.5.99.2,0,0
3.6.1.26,0,0
3.6.1.18,2,0
3.6.1.54,0,0
3.6.1.68,0,0
3.6.1.67,0,0
3.6.1.8,12,0
3.6.2.2,5,0
3.6.2.1,1,0
3.7.1.11,0,0
3.7.1.14,0,0
3.7.1.12,0,0
3.7.1.19,0,0
32990,0,0
4.1.1.101,0,0
4.1.1.111,0,0
4.1.1.103,0,0
4.1.1.2,0,0
4.1.1.35,5,0
4.1.1.38,0,0
4.1.1.47,0,0
4.1.1.5,0,0
4.1.1.51,0,0
4.1.1.59,0,0
4.1.1.62,0,0
4.1.1.61,0,0
4.1.1.67,0,0
4.1.1.68,0,0
4.1.1.69,0,0
4.1.1.74,0,0
4.1.1.75,0,0
4.1.1.8,0,0
4.1.1.96,0,0
4.1.1.98,0,0
4.1.1.99,0,0
4.1.2.11,0,0
4.1.2.10,0,0
4.1.2.21,0,0
4.1.2.25,0,0
4.1.2.40,0,0
4.1.2.46,0,0
4.1.2.47,0,0
4.1.2.49,0,0
4.1.2.50,0,0
4.1.2.60,0,0
4.1.2.54,0,0
4.1.2.8,0,0
4.1.3.16,2,0
4.1.99.16,0,0
4.1.99.19,0,0
4.1.99.17,0,0
4.1.99.5,0,0
4.2.1.105,0,0
4.2.1.123,0,0
4.2.1.125,0,0
4.2.1.124,0,0
4.2.1.126,0,0
4.2.1.127,0,0
4.2.1.129,0,0
4.2.1.139,0,0
4.2.1.133,0,0
4.2.1.146,0,0
4.2.1.160,0,0
4.2.1.151,0,0
4.2.1.165,0,0
4.2.1.169,0,0
4.2.1.170,0,0
4.2.1.25,0,0
4.2.1.172,0,0
4.2.1.34,0,0
4.2.1.40,0,0
4.2.1.41,0,0
4.2.1.43,0,0
4.2.1.7,0,0
4.2.3.10,0,0
4.2.1.8,0,0
4.2.3.103,0,0
4.2.3.120,0,0
4.2.3.117,0,0
4.2.3.131,0,0
4.2.3.132,0,0
4.2.3.140,0,0
4.2.3.141,0,0
4.2.3.147,0,0
4.2.3.15,0,0
4.2.3.21,0,0
4.2.3.23,0,0
4.2.3.27,0,0
4.2.3.28,0,0
4.2.3.29,0,0
4.2.3.32,0,0
4.2.3.30,0,0
4.2.3.33,0,0
4.2.3.35,0,0
4.2.3.34,0,0
4.2.3.39,0,0
4.2.3.42,0,0
4.2.3.43,0,0
4.2.3.45,0,0
4.2.3.44,0,0
4.2.3.46,0,0
4.2.3.57,0,0
4.2.3.56,0,0
4.2.3.66,0,0
4.2.3.99,0,0
4.3.1.1,1,0
4.3.1.7,0,0
4.3.1.6,0,0
4.3.2.3,0,0
4.4.1.11,2,0
4.3.99.3,0,0
4.4.1.21,0,0
4.4.1.28,0,0
4.99.1.10,0,0
4.99.1.3,0,0
40020_at,0,25
407971,0,0
406912,0,0
425374,0,0
480861,0,0
44885,0,0
5.1.1.1,0,0
5.1.1.3,0,0
5.1.1.4,0,0
5.1.2.7,0,0
5.1.2.3,1,0
5.1.3.12,1,0
5.1.3.20,0,0
5.1.3.5,0,0
5.1.3.6,0,0
5.2.1.14,0,0
5.2.1.9,0,0
5.3.1.12,0,0
5.3.1.13,0,0
5.3.1.22,3,0
5.3.1.26,0,0
5.3.1.28,0,0
5.3.1.4,0,0
5.3.1.7,0,0
5.3.99.10,0,0
5.3.2.5,1,0
5.4.4.4,0,0
5.4.99.31,0,0
5.4.99.16,0,0
5.4.99.33,0,0
5.4.99.35,0,0
5.4.99.39,0,0
5.4.99.53,0,0
5.4.99.41,0,0
5.4.99.60,0,0
5.4.99.9,0,0
5.4.99.61,0,0
5.5.1.14,0,0
50781,0,0
5244757,0,0
53bp,0,0
5523,5,24
5991635,0,0
5991039,0,0
5HFK,0,0
5HT2,1,0
5ht2br,0,0
6.1.1.24,3,0
6.2.1.11,2,0
6.2.1.6,0,0
6.2.1.14,0,0
6.2.1.8,0,0
6.3.1.11,0,0
6.3.1.10,0,0
6.3.1.5,1,0
6.3.1.8,0,0
6.3.1.9,0,0
6.3.2.13,0,0
6.3.2.12,2,0
6.3.2.43,0,0
6.3.2.7,0,0
6.3.3.3,0,0
6.3.5.10,0,0
6.3.4.20,0,0
6.3.5.11,0,0
6.3.5.9,0,0
6.3.5.7,1,0
6.6.1.2,0,0
6051836,0,0
645258,0,0
6807004.1,1,0
6814076,1,0
69304,0,0
68320,0,0
7.1.1.8,0,0
7.2.4.2,0,0
732165,0,0
73777,1,0
79438,0,0
7QY1MH15BG,0,0
81573,0,12
"825828, 856847, 850879, 816305, 825287, 827132, 831518, 816579, 836685, 836007, 837905, 831745, 816933, 820643, 828046, 828721, 838033, 843524, 830779, 836367, 839341, 817403, 843249 , 842873, 818340,",0,0
91107,0,25
9541715,0,0
9430081I23Rik,0,0
9616215,0,0
?2?3,81,0
999552,0,0
?7 nAChR/NF-?B,0,0
???7,85,0
?????A,0,0
A0A059T4A1,0,0
a-amanitin,0,0
A0A087X009,0,48
a0a1d5tuu1,0,0
A0A1D5TUU1 A0A077RFC2 A0A1D5WN60 A0A1D6B1J0,0,0
A0JNB5,0,0
"A0PJX4,",0,1
A4JGV4,0,0
A1AT1_mouse,0,0
a5k6l0 a5k5w9 p13826 p08677 q9gsd3 a5jzq2 q00799 q0zs46 a5kal1 o02604 a5k7j8 a5k3f9 a5k6i6 a5jz19 a5kb67 a5ke24 a5k4d8 q9xzd6 q9y1a9 q36675 p42666 o63696 a5k168 a5k883,0,0
a6n070,0,0
A6QLJ8,0,0
A8K2P3,0,0
a8mwr2,0,26
A9UF02,0,0
abcb14,0,0
abortion,0,0
AC005076.1,0,0
ac1n1,0,0
AC133,0,0
ACC68890,0,0
Acc:HGNC:6858,0,0
ACE,4,32
Acetazolamide,0,0
aceclofenac,0,0
acetone and CYP2A6,31,44
ACL00683.2,0,0
achondro,0,0
aclp,0,0
acrom,0,0
acrome,0,0
acsvl,4,0
acsbg2,10,48
Activated_NTRK2_signals_through_RAS,0,0
actyn dynamism,0,0
ada2,7,2
ADAMDEC3,0,0
adgrf4,0,1
adhd,0,0
Adherens junctions interactions,66,0
Adipate,7,0
af536962,0,0
AFD00954,0,0
agi,0,0
aha1,1,0
AGT,25,93
ahr2,0,0
AL390966,0,0
ala3,0,0
ALG1,6,30
ALDH3A2 and acetaldehyde,63,49
ALG9,7,39
alkal2,0,2
alkbh2,3,12
alliinase,0,0
Allopregnanolone,0,0
alphalytic,0,0
alox8,0,0
alphavirus,0,0
aly2,0,0
amitriptilina,0,0
amyloid-beta?,21,0
ANG,21,24
angiop,0,0
angioderma,0,0
ANGPT3,0,0
aNotch-1,0,0
Anp32b,0,25
antimicrobrial,0,0
antacid,0,0
AP008937.1,0,0
aphielenchoides besseyi,0,0
ap0f,0,0
apol9a,0,0
apopo,0,0
arbov,0,0
arbovira,0,0
arbovi,0,0
arcaine,0,0
Archaeosine,0,0
aro2,0,0
asaparagine,0,0
Aspergillosis,1,0
aspm-1,0,0
ASRGL1 and 1=1,92,25
AT1G19530,0,0
at1g73690,0,0
AT1G73700.1,0,0
at2g25220,0,0
AT3G03460,0,0
AT3G24320,0,0
At3g62560,0,0
AT3G45640,0,0
AT3G62730,0,0
at4g39950,0,0
at4g13940,0,0
AT5g11540,0,0
at5g12180,0,0
At5g41360,0,0
AT5G56200,0,0
atar,0,0
ATGT13,0,0
ATH-179409,0,0
ath-6788656,0,0
ATH-75064,0,0
atpif1,0,0
ATM and 1=1,77,88
atr AND pdk1,3,0
aut2,0,0
attributeName,0,0
autop,0,0
autopha,0,0
AW061014,0,0
b- and t-lymphocyte attenuator,87,0
A_23_P20932,0,0
b- and t-lymphocyte-associated protein,83,0
B0R8E4,0,0
B0QZ35,0,74
B0VQ58,0,0
B2RBR9,0,0
B4DDF5,0,0
B4DY72,0,0
B4DSN5,0,61
b7x,0,0
B9DZL6,0,0
BACH1 and 1=1,91,29
bacteroides thetaiotaomicron,1,0
BANK and CD40,16,33
battenin,0,0
BBLR,0,0
BC006779,0,0
bcas0667,0,0
BetB,0,0
bcl11a,0,24
bgiosga004633,0,0
BLACE,0,0
"BLM, XRCC2, XRCC1, BRCA1, ABL1, ERCC1, and HUS1",77,12
BMCCI,0,0
BMP2KL,0,0
BMP6P1,0,0
bmp4_mouse,0,0
BMPR1APS1,0,0
BMS1P10,0,0
BMS1P1,0,0
BMS1P11,0,0
BMS1P12,0,0
BMS1P13,0,0
BMS1P14,0,0
BMS1P15,0,0
BMS1P16,0,0
BMS1P17,0,0
BMS1P18,0,0
BMS1P19,0,0
BMS1P2,0,0
BMS1P3,0,0
BMS1P5,0,0
BMS1P4,0,0
BMS1P6,0,0
BMS1P8,0,0
BMS1P7,0,0
BMS1P9,0,0
BMSC,0,0
Bm_nscaf2916_25,0,0
BNIP3P1,0,0
BNIP3P2,0,0
BNIP3P3,0,0
BNIP3P7,0,0
Botany,0,0
bookshelf,0,0
BPESC1,0,0
BPIFB5P,0,0
BRCA1 and 1=1,84,92
brh1,0,0
BREATS,0,0
BRI3P1,0,0
BTB And C-terminal Kelch,80,0
bsf2,0,0
BTBD17,0,1
BTBD19,0,0
BTBD8,0,5
BTF3L4P3,0,0
BTF3L4P2,0,0
BTF3P10,0,0
BTF3P11,0,0
BTF3P12,0,0
BTF3P13,0,0
BTF3P15,0,0
BTF3P2,0,0
BTF3P4,0,0
btsz,0,0
BTF3P8,0,0
butanedioic,6,0
BX005214.1,0,0
BX004987.1,0,0
BX255923.1,0,0
BX255972.1,0,0
BX255923.3,0,0
BX276092.1,0,0
BX276092.3,0,0
BX276092.2,0,0
BX284613.1,0,0
BX470102.3,0,0
BX322559.3,0,0
BX470187.1,0,0
BX649553.3,0,0
BX649553.1,0,0
BX649553.4,0,0
BX649563.4,0,0
BX649567.1,0,0
BX649597.1,0,0
BX649597.3,0,0
BX664608.1,0,0
BX649597.4,0,0
BX664724.1,0,0
BX664724.4,0,0
BX664726.3,0,0
BX842679.1,0,0
BX682235.1,0,0
BX936347.1,0,0
